Site_Name,Country,Site_ID,Latitude,Longitude,NE_Latitude_edge,NE_Longitude_edge,NW_Latitude_edge,NW_Longitude_edge,SW_Latitude_edge,SW_Longitude_edge,SE_Latitude_edge,SE_Longitude_edge,Tower_pixel_1km,Tower_pixel_500m,Tower_pixel_250m,Site_Data_Visualization_URL
"Smithsonian Research Center (SERC)",USA,fn_ussercmd,38.88997778,-76.55988333,38.916667,-76.547180,38.916667,-76.622153,38.858333,-76.559261,38.858333,-76.484350,25,91,349,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1062
"Sevilleta BigFoot- New Mexico",USA,fn_usbsevib,34.36213494,-106.7008649,34.391667,-106.701967,34.391667,-106.772657,34.333333,-106.698355,34.333333,-106.627714,25,105,406,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1063
"Sevilleta Nat Refuge-Mackenzie Flats - New Mexico (SEV1)",USA,fn_ussevimf,34.35868833,-106.6693683,34.391667,-106.671671,34.391667,-106.742361,34.333333,-106.668080,34.333333,-106.597439,25,105,433,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1064
"Sherman Island",USA,fn_uscasher,38.0373,-121.75365,38.066667,-121.767323,38.066667,-121.841417,38.008333,-121.744408,38.008333,-121.670373,25,106,407,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1065
"Sky Oaks",USA,fn_uscaskyo,33.38444444,-116.6402611,33.416667,-116.650415,33.416667,-116.720302,33.358333,-116.642008,33.358333,-116.572169,25,106,435,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1067
"Sky Oaks- Old Stand",USA,fn_uscaskyo,33.37388889,-116.6228889,33.400000,-116.618054,33.400000,-116.687927,33.341667,-116.609705,33.341667,-116.539879,25,91,349,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1068
"Sky Oaks- Young Stand",USA,fn_uscaskyy,33.37719444,-116.6226944,33.408333,-116.629240,33.408333,-116.699120,33.350000,-116.620866,33.350000,-116.551033,25,105,406,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1069
"Slashpine-Austin Cary- 65yrs nat regen",USA,fn_ussplong,29.73806667,-82.21876667,29.766667,-82.204906,29.766667,-82.272106,29.708333,-82.224271,29.708333,-82.157110,25,91,377,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1070
"Slashpine-Mize-clearcut-3yr-regen",USA,fn_usspcler,29.7648,-82.24481667,29.791667,-82.235036,29.791667,-82.302253,29.733333,-82.254351,29.733333,-82.187173,25,92,351,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1071
"Slashpine-Donaldson-mid-rot- 12yrs",USA,fn_usspmid1,29.75476667,-82.16328333,29.783333,-82.151377,29.783333,-82.218588,29.725000,-82.170751,29.725000,-82.103579,25,91,378,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1072
"Slashpine-Rayonier-mid-rot- 12yrs-FL",USA,fn_usspmidb,29.80281667,-82.20315,29.833333,-82.192459,29.833333,-82.259704,29.775000,-82.211746,29.775000,-82.144540,25,105,406,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1073
"Soddie Site- Niwot Ridge LTER- Colorado",USA,fn_ussoddie,40.0477,-105.5712,40.075000,-105.571200,40.075000,-105.647432,40.016667,-105.557070,40.016667,-105.480903,25,91,377,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1074
"Titusville 7 E - NASA Kennedy Space Center- SLF Mid-Field Site",USA,fn_ustitusv,28.6159,-80.6929,28.641667,-80.680879,28.641667,-80.747346,28.583333,-80.702513,28.583333,-80.636083,25,92,351,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1075
"Crossville 7 NW- Univ. of Tennessee (Plateau Research and Education Center)",USA,fn_ustncros,36.0138,-85.1345,36.041667,-85.127679,36.041667,-85.199821,35.983333,-85.136794,35.983333,-85.064705,25,91,378,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1076
"Oak_Ridge",USA,fn_ustnoakr,35.96000861,-84.29,35.991667,-84.290930,35.991667,-84.363026,35.933333,-84.300732,35.933333,-84.228689,25,106,436,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1077
"Tonzi Ranch",USA,fn_ustonzir,38.4316,-120.9659833,38.458333,-120.978283,38.458333,-121.052777,38.400000,-120.955031,38.400000,-120.880597,25,92,352,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1078
"Edinburg 17 NNE- Lower Rio Grande Valley NWR (La Sal Del Rey)",USA,fn_ustxedin,26.5258,-98.0633,26.558333,-98.055150,26.558333,-98.120365,26.500000,-98.070507,26.500000,-98.005325,25,105,433,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1079
"J-17 Savanna Site",USA,fn_ustxj17s,30.175506,-97.8778,30.208333,-97.874536,30.208333,-97.942035,30.150000,-97.884065,30.150000,-97.816605,25,105,434,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1080
"Muleshoe 19 S- Muleshoe National Wildlife Refuge (Headquarters Site)",USA,fn_ustxmule,33.95569444,-102.7738889,33.983333,-102.769713,33.983333,-102.840062,33.925000,-102.769585,33.925000,-102.699285,25,91,378,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1081
"Palestine 6 WNW- NASA (National Scientific Balloon Facility)",USA,fn_ustxpale,31.77958333,-95.72319444,31.808333,-95.716794,31.808333,-95.785436,31.750000,-95.725039,31.750000,-95.656440,25,91,378,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1082
"Monahans 6 ENE- (Sandhills State Park)",USA,fn_ustxsand,31.62188889,-102.8070833,31.650000,-102.807257,31.650000,-102.875782,31.591667,-102.811314,31.591667,-102.742832,25,92,380,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1083
"Univ. of Mich. Biological Station",USA,fn_usmiumbs,45.55984,-84.71382,45.591667,-84.718645,45.591667,-84.802006,45.533333,-84.714002,45.533333,-84.630728,25,105,434,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1084
"South Denver Urban Tower",USA,fn_uscourba,39.65942003,-105.01274,39.691667,-105.025938,39.691667,-105.101746,39.633333,-105.013064,39.633333,-104.937321,25,106,435,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1085
"KUOM tower",USA,fn_usmnurba,44.9983,-93.1886,45.025000,-93.190204,45.025000,-93.272736,44.966667,-93.177836,44.966667,-93.095388,25,91,350,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1086
"Blandy Experimental Farm",USA,fn_usvaarbr,39.059595,-78.07237861,39.091667,-78.068149,39.091667,-78.143307,39.033333,-78.078765,39.033333,-78.003668,25,105,434,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1087
"Chesapeake Lt. Station",USA,fn_usvaches,36.9,-75.71666667,36.925000,-75.700470,36.925000,-75.773440,36.866667,-75.715548,36.866667,-75.642634,25,91,349,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1088
"NASA_LaRC",USA,fn_usvalarc,37.10496,-76.37864,37.133333,-76.368319,37.133333,-76.441489,37.075000,-76.382643,37.075000,-76.309530,25,91,378,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1089
"Cape Charles 5 ENE- Anheuser Busch Coastal Res. Ctr. Univ. of VA (Oyster)",USA,fn_usvaoyst,37.2907,-75.927,37.316667,-75.915019,37.316667,-75.988367,37.258333,-75.929480,37.258333,-75.856189,25,91,350,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1090
"Phillips Creek Marsh (PHCK)",USA,fn_usvapcrk,37.46069029,-75.83471147,37.491667,-75.829962,37.491667,-75.903481,37.433333,-75.844287,37.433333,-75.770825,25,106,407,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1091
"Virginia",USA,fn_usvavirg,38.02,102.25,38.050000,102.331526,38.050000,102.257450,37.991667,102.176082,37.991667,102.250100,25,105,406,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1092
"Vaira Ranch",USA,fn_usvairar,38.40666667,-120.9507333,38.433333,-120.957660,38.433333,-121.032128,38.375000,-120.934487,38.375000,-120.860078,25,91,350,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1093
"Valles Caldera",USA,fn_usnmvall,35.87548,-106.47655,35.908333,-106.487220,35.908333,-106.559241,35.850000,-106.480797,35.850000,-106.408829,25,106,435,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1094
"Darrington 21 NNE- North Cascades National Park (Marblemount)",USA,fn_uswamarb,48.54051528,-121.446,48.566667,-121.458594,48.566667,-121.546744,48.508333,-121.406769,48.508333,-121.318720,25,91,349,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1095
"Walker Branch Watershed",USA,fn_ustnwalk,35.95876667,-84.28743333,35.991667,-84.290930,35.991667,-84.363026,35.933333,-84.300732,35.933333,-84.228689,25,106,436,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1096
"Walnut River Watershed",USA,fn_uswalnut,37.52083333,-96.855,37.550000,-96.858673,37.550000,-96.932250,37.491667,-96.856497,37.491667,-96.782977,25,106,407,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1097
"White Sands- New Mexico",USA,fn_uswsands,32.8972,-106.4261,32.925000,-106.427408,32.925000,-106.496903,32.866667,-106.426794,32.866667,-106.357344,25,92,380,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1098
"Necedah 5 WNW- Necedah National Wildlife Refuge (Rynearson Dam No. 2)",USA,fn_uswinece,44.0604,-90.1737,44.091667,-90.175698,44.091667,-90.256916,44.033333,-90.168028,44.033333,-90.086889,25,105,433,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1099
"North Temperate Lakes - Madison Lakes (NTL2)",USA,fn_uswintl2,43.2085,-89.35186944,43.241667,-89.365306,43.241667,-89.445383,43.183333,-89.359871,43.183333,-89.279871,25,106,436,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1100
"North Temperate Lakes - Trout Lake 2 (NTL3)",USA,fn_uswintlt,46.00694444,-89.68333333,46.033333,-89.678433,46.033333,-89.762457,45.975000,-89.667858,45.975000,-89.583922,25,91,349,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1101
"Willow Creek",USA,fn_uswiwill,45.80592667,-90.07985917,45.833333,-90.085189,45.833333,-90.168911,45.775000,-90.074545,45.775000,-89.990911,25,92,379,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1102
"Wind River Crane Site",USA,fn_uswawind,45.82048889,-121.9519111,45.850000,-121.972075,45.850000,-122.055822,45.791667,-121.928011,45.791667,-121.844351,25,105,406,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1103
"Elkins 21 ENE- Canaan Valley Resort State Park (Cabins Area)",USA,fn_uswvelki,39.013,-79.4743,39.041667,-79.472056,39.041667,-79.547161,38.983333,-79.481576,38.983333,-79.406533,25,92,380,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1104
"Glacier Lakes Ecosystem Experiment Station",USA,fn_uswyglee,41.36825917,-106.2442597,41.400000,-106.262041,41.400000,-106.339807,41.341667,-106.244499,41.341667,-106.166803,25,106,436,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1105
"Moose 1 NNE- Grand Teton National Park",USA,fn_uswymoos,43.6615,-110.712,43.691667,-110.731921,43.691667,-110.812595,43.633333,-110.704976,43.633333,-110.624380,25,106,408,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1106
"Lander 11 SSE- Nature Conservancy (Red Canyon Ranch)",USA,fn_uswyredc,42.6754,-108.6686111,42.708333,-108.689348,42.708333,-108.768733,42.650000,-108.666669,42.650000,-108.587358,25,106,436,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1107
"University of Wyoming",USA,fn_uswyuniv,41.3121,-105.675,41.341667,-105.689524,41.341667,-105.767220,41.283333,-105.672620,41.283333,-105.594992,25,106,408,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1108
"COMPLET 154  (40.5081 N 62.375 E)",Uzbekistan,fn_uzcom154,40.5081,62.375,40.533333,62.431910,40.533333,62.355159,40.475000,62.300953,40.475000,62.377638,25,92,352,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1109
"COMPLET 131  (3.129 N -64.2782 W)",Venezuela,fn_vecom131,3.129,-64.2782,3.158333,-64.247586,3.158333,-64.306008,3.100000,-64.302429,3.100000,-64.244010,25,105,405,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1110
"COMPLET 132  (7.8468 N -69.3589 W)",Venezuela,fn_vecom132,7.8468,-69.3589,7.875000,-69.337229,7.875000,-69.396118,7.816667,-69.386383,7.816667,-69.327502,25,92,380,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1111
"Ganaderos",Venezuela,fn_vesanchz,8.900105556,-68.15094444,8.933333,-68.126394,8.933333,-68.185444,8.875000,-68.174569,8.875000,-68.115528,25,105,434,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1112
"COMPLET 136  (12.5645 N 107.7379 E)",Vietnam,fn_vncom136,12.5645,107.7379,12.591667,107.775498,12.591667,107.715727,12.533333,107.691292,12.533333,107.751049,25,92,380,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1113
"COMPLET 109  (-27.7177 S 29.7137 E)",South Africa,fn_zacom109,-27.7177,29.7137,-27.691667,29.739680,-27.691667,29.673801,-27.750000,29.689680,-27.750000,29.755595,25,91,350,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1114
"Kruger Acacia",South Africa,fn_zakruger,-25.02018333,31.49753333,-24.991667,31.526886,-24.991667,31.462527,-25.050000,31.477481,-25.050000,31.541871,25,91,377,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1115
"Skukuza- Kruger National Park",South Africa,fn_sa00skuk,-25.01972,31.49688,-24.991667,31.517692,-24.991667,31.453333,-25.050000,31.468283,-25.050000,31.532673,25,92,380,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1117
"Skukuza",South Africa,fn_zaskukuz,-24.9917,31.5875,-24.966667,31.612402,-24.966667,31.548055,-25.025000,31.563033,-25.025000,31.627410,25,92,351,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1118
"Skukuza_Aeroport",South Africa,fn_zaskaero,-24.969,31.593,-24.941667,31.615174,-24.941667,31.550841,-25.000000,31.565803,-25.000000,31.630167,25,92,380,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1119
"COMPLET 121  (-9.5726 S 29.3508 E)",Zambia,fn_zmcom121,-9.5726,29.3508,-9.541667,29.381484,-9.541667,29.322332,-9.600000,29.327366,-9.600000,29.386528,25,105,405,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1120
"Mongu",Zambia,fn_af00mong,-15.43884883,23.2525795,-15.408333,23.278366,-15.408333,23.217858,-15.466667,23.224387,-15.466667,23.284912,25,106,407,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1121
"Mongu 2",Zambia,fn_zmmongu2,-15.25361111,23.15083333,-15.225000,23.180247,-15.225000,23.119792,-15.283333,23.126212,-15.283333,23.186684,25,91,377,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=1122
"JAR3",Greenland,fn_dkndjar3,69.3954,-50.3104,69.425000,-50.294056,69.425000,-50.460043,69.366667,-50.323580,69.366667,-50.158042,25,105,406,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=2737
"KULU",Greenland,fn_dkndkulu,65.7584,-39.6018,65.791667,-39.588119,65.791667,-39.730376,65.733333,-39.640629,65.733333,-39.498694,25,106,436,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=2738
"GITS",Greenland,fn_dkndgits,77.1433,-61.095,77.175000,-61.118279,77.175000,-61.381072,77.116667,-61.107818,77.116667,-60.846194,25,106,435,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=2734
"Humboldt Gl.",Greenland,fn_dkhumbdt,78.5266,-56.8305,78.558333,-56.838185,78.558333,-57.132248,78.500000,-56.846320,78.500000,-56.553728,25,105,434,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=2731
"NASA-SE",Greenland,fn_dknasase,66.4797,-42.5002,66.508333,-42.480349,66.508333,-42.626689,66.450000,-42.527094,66.450000,-42.381097,25,92,379,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=2732
"Tunu-N",Greenland,fn_dkdtunun,78.0168,-33.9939,78.050000,-33.927689,78.050000,-34.209414,77.991667,-34.045656,77.991667,-33.765280,25,105,433,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=2730
"NGRIP",Greenland,fn_dkdngrip,75.0998,-42.3326,75.125000,-42.297871,75.125000,-42.525104,75.066667,-42.362747,75.066667,-42.136381,25,92,352,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=2729
"NASA-U",Greenland,fn_dkdnasau,73.8333,-49.4953,73.858333,-49.458069,73.858333,-49.667891,73.800000,-49.493812,73.800000,-49.284725,25,91,350,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=2728
"NASA-E",Greenland,fn_dkdnasae,75,-29.9997,75.025000,-29.928044,75.025000,-30.153794,74.966667,-30.039471,74.966667,-29.814577,25,91,350,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=2727
"Aurora",Greenland,fn_dkaurora,67.1352,-47.2911,67.166667,-47.287497,67.166667,-47.437820,67.108333,-47.323414,67.108333,-47.173453,25,106,436,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=2726
"CP2",Greenland,fn_dkandcp2,69.9133,-46.8547,69.941667,-46.844779,69.941667,-47.014859,69.883333,-46.884152,69.883333,-46.714545,25,92,380,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=2724
"KAR",Greenland,fn_dkandkar,69.6995,-32.9998,69.725000,-32.946024,69.725000,-33.114361,69.666667,-33.023366,69.666667,-32.855491,25,91,349,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=2725
"CP1",Greenland,fn_dkandcp1,69.8819,-46.9736,69.908333,-46.940074,69.908333,-47.109883,69.850000,-46.979147,69.850000,-46.809809,25,91,349,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=2723
"Eureka",Canada,fn_caeureka,79.98,-85.93,80.008333,-86.020605,80.008333,-86.356810,79.950000,-85.860675,79.950000,-85.526401,25,92,380,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=2722
"Alert",Canada,fn_caalert2,82.5,-62.3,82.525000,-62.262872,82.525000,-62.711268,82.466667,-62.228440,82.466667,-61.783498,25,91,349,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=2721
"Malta",USA,fn_usmalta1,42.4964,-113.4166,42.525000,-113.424224,42.525000,-113.503376,42.466667,-113.397551,42.466667,-113.318473,25,91,377,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=2720
"Houston Yellowcab Site",USA,fn_ushuston,29.789539,-95.3534278,29.816667,-95.346948,29.816667,-95.414181,29.758333,-95.358592,29.758333,-95.291397,25,92,379,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=2719
"Mongu",Zambia,fn_af00mong,-15.4388488,23.2525795,-15.408333,23.278366,-15.408333,23.217858,-15.466667,23.224387,-15.466667,23.284912,25,106,407,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=2718
"Cottonwood",USA,fn_uscotton,43.94995,-101.84661,43.975000,-101.844503,43.975000,-101.925562,43.916667,-101.825589,43.916667,-101.744610,25,91,349,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=2716
"Mixed Conifer (Valles Caldera)",USA,fn_usvalcon,35.888447,-106.532114,35.916667,-106.529307,35.916667,-106.601334,35.858333,-106.522836,35.858333,-106.450861,25,91,377,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=2715
"Ponderosa Pine (Valles Caldera)",USA,fn_usvalpon,35.86236,-106.59743,35.891667,-106.598524,35.891667,-106.670529,35.833333,-106.592051,35.833333,-106.520099,25,105,406,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=2714
"Pinyon Juniper Woodland",USA,fn_uspinonj,34.358554,-106.266586,34.391667,-106.277825,34.391667,-106.348515,34.333333,-106.274508,34.333333,-106.203867,25,106,436,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=2713
"Juniper Savannah",USA,fn_usjunsav,34.425489,-105.861545,34.458333,-105.867383,34.458333,-105.938130,34.400000,-105.864224,34.400000,-105.793526,25,105,434,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=2712
"Sevilleta Desert Shrubland (LTER)",USA,fn_ussevdes,34.3338,-106.73401,34.366667,-106.740787,34.366667,-106.811456,34.308333,-106.737196,34.308333,-106.666576,25,106,435,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=2711
"Sevilleta Desert Grassland (LTER)",USA,fn_ussevdgr,34.3402,-106.68542,34.366667,-106.680213,34.366667,-106.750883,34.308333,-106.676665,34.308333,-106.606045,25,91,349,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=2710
"KCMP Tall Tower",USA,fn_uskcmptt,44.688611,-93.072778,44.716667,-93.079296,44.716667,-93.161386,44.658333,-93.067614,44.658333,-92.985606,25,92,379,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=2709
"Howland Forest (west nutrient addition) - Maine",USA,fn_ushowwna,45.204022,-68.740509,45.233333,-68.740231,45.233333,-68.823065,45.175000,-68.752530,45.175000,-68.669781,25,106,408,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=2708
"San Joaquin Freshwater Marsh, Tower 1",USA,fn_uscajoa1,33.66,-117.85,33.691667,-117.853643,33.691667,-117.923752,33.633333,-117.843823,33.633333,-117.773761,25,105,433,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=2703
"Pinyon juniper, SCCG",USA,fn_ussccgpj,33.604722,-116.452667,33.633333,-116.452597,33.633333,-116.522659,33.575000,-116.443854,33.575000,-116.373839,25,91,377,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=2702
"Oak/pine forest, SCCG",USA,fn_ussccgop,33.808056,-116.771667,33.833333,-116.774516,33.833333,-116.844741,33.775000,-116.765119,33.775000,-116.694941,25,92,352,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=2701
"Coastal sage, SCCG",USA,fn_ussccgsa,33.734167,-117.696111,33.766667,-117.706077,33.766667,-117.776248,33.708333,-117.696192,33.708333,-117.626069,25,106,435,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=2700
"Grassland, SCCG",USA,fn_ussccggr,33.736389,-117.694722,33.766667,-117.706077,33.766667,-117.776248,33.708333,-117.696192,33.708333,-117.626069,25,106,408,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=2699
"Desert, SCCG",USA,fn_ussccgde,33.816667,-116.3725,33.841667,-116.374543,33.841667,-116.444775,33.783333,-116.365400,33.783333,-116.295216,25,92,352,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=2698
"Desert Chaparral, SCCG",USA,fn_ussccgch,33.609444,-116.450556,33.641667,-116.463867,33.641667,-116.533935,33.583333,-116.455098,33.583333,-116.385077,25,106,436,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=2697
"El Demokeya, North Kordofan, El Obeid",Sudan,fn_sdeldemo,13.4747222,30.8063888,13.500000,30.843886,13.500000,30.783895,13.441667,30.776388,13.441667,30.836364,25,91,349,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=2695
"Wankama M",Niger,fn_newankam,13.6403833,2.631683,13.666667,2.658607,13.666667,2.598574,13.608333,2.597932,13.608333,2.657951,25,92,352,http://daac.ornl.gov/cgi-bin/MODIS/GR_col5_1/mod_viz.html?id=2690
